0,-0.307391173,-0.018364602,0.200215534
4.62949E-06,-0.30874453,-0.019092689,0.212732621
9.25897E-06,-0.309918882,-0.019820504,0.224937661
1.38885E-05,-0.310919013,-0.02054781,0.236823989
1.85179E-05,-0.311749938,-0.021274381,0.248384956
2.31474E-05,-0.312416902,-0.022000008,0.259613925
2.77769E-05,-0.312925375,-0.022724491,0.270504277
3.24064E-05,-0.31328105,-0.023447648,0.281049412
3.70359E-05,-0.313489838,-0.02416931,0.291242751
4.16654E-05,-0.313557862,-0.024889324,0.301077737
4.62949E-05,-0.313491452,-0.025607554,0.31054784
5.09244E-05,-0.313297145,-0.026323879,0.319646557
5.55538E-05,-0.312981671,-0.027038194,0.328367415
6.01833E-05,-0.312551956,-0.027750412,0.336703978
6.48128E-05,-0.31201511,-0.028460462,0.344649844
6.94423E-05,-0.311378423,-0.029168292,0.352198654
7.40718E-05,-0.310649359,-0.029873864,0.359344092
7.87013E-05,-0.309835547,-0.030577159,0.366079893
8.33308E-05,-0.308944777,-0.031278175,0.37239984
8.79603E-05,-0.307984991,-0.031976926,0.378297776
9.25897E-05,-0.306964273,-0.03267344,0.383767604
9.72192E-05,-0.305890848,-0.033367764,0.388803294
0.000101849,-0.304773066,-0.034059959,0.393398886
0.000106478,-0.303619398,-0.0347501,0.397548496
0.000111108,-0.302438429,-0.035438275,0.401246323
0.000115737,-0.301238846,-0.036124587,0.404486652
0.000120367,-0.300029429,-0.036809148,0.40726386
0.000124996,-0.298819048,-0.037492085,0.409572425
0.000129626,-0.297616644,-0.03817353,0.411406929
0.000134255,-0.296431228,-0.038853627,0.412762065
0.000138885,-0.295271868,-0.039532527,0.413632645
0.000143514,-0.29414768,-0.040210386,0.414013605
0.000148144,-0.293067818,-0.040887365,0.413900013
0.000152773,-0.292041464,-0.041563629,0.413287075
0.000157403,-0.291077818,-0.042239343,0.412170143
0.000162032,-0.290186089,-0.042914674,0.410544723
0.000166662,-0.289375486,-0.043589786,0.40840648
0.000171291,-0.288655202,-0.044264841,0.405751249
0.000175921,-0.288034412,-0.044939996,0.402575038
0.00018055,-0.287522257,-0.045615401,0.398874041
0.000185179,-0.287127835,-0.046291199,0.394644642
0.000189809,-0.286860192,-0.046967522,0.389883424
0.000194438,-0.286728312,-0.047644493,0.384587178
